IT;PATR.;DISCRIÇÃO EQUIPAMENTO;FABRICNATE;MODELO;S/N;LOC;STATUS;ORIGEM ;DESTINO;DATA;OBSERVAÇÃO
562;1304;Painel comunicação Xpeak está c/ ativo errado duplicidade;AEQ;Xpeak-Rmount;11473;;Em uso;Almox. VM;Casa 55;04/01/2023;"04/01/2023- Rack Patio VM p/ Casa 55, equipamento que chegaram 26/12/2022.
24/04/2023- Feito inventário casa 55."
